id;risco de fogo;local;
153;alto;nordeste
154;médio;norte
155;baixo;centro oeste
156;baixo;norte
157;baixo;nordeste
158;baixo;nordeste
159;baixo;centro oeste
160;médio;norte
161;médio;norte
162;médio;sudeste
163;alto;norte
164;alto;nordeste
165;alto;norte
166;baixo;sudeste
167;alto;sul
168;baixo;sudeste
169;médio;norte
170;alto;sudeste
171;médio;norte
172;baixo;nordeste
173;alto;nordeste
174;baixo;norte
175;médio;norte
176;médio;nordeste
177;médio;nordeste
178;médio;sul
179;alto;sul
180;alto;sudeste
181;médio;sudeste
182;alto;nordeste
183;médio;norte
184;baixo;sul
185;médio;nordeste
186;alto;nordeste
187;médio;centro oeste
188;médio;norte
189;baixo;norte
190;baixo;norte
191;médio;norte
192;baixo;norte
193;médio;centro oeste
194;médio;centro oeste
195;alto;sul
196;médio;norte
197;médio;sudeste
198;médio;sul
199;baixo;norte
200;alto;nordeste
201;médio;sudeste
202;baixo;nordeste
203;médio;nordeste
204;baixo;norte
205;médio;sudeste
206;baixo;norte
207;alto;norte
208;médio;norte
209;baixo;sudeste
210;alto;nordeste
211;médio;sudeste
212;médio;sudeste
213;médio;norte
214;baixo;norte
215;baixo;centro oeste
216;médio;nordeste
217;alto;norte
218;baixo;norte
219;alto;nordeste
220;médio;sudeste
221;médio;sudeste
222;baixo;nordeste
223;baixo;sul
224;médio;norte
225;alto;sudeste
226;baixo;sul
227;médio;norte
228;médio;norte
229;alto;norte
230;médio;nordeste
231;médio;norte
232;alto;norte
233;médio;sudeste
234;médio;nordeste
235;médio;norte
236;médio;nordeste
237;médio;sul
238;médio;nordeste
239;baixo;norte
240;médio;norte
241;alto;sul
242;baixo;norte
243;baixo;centro oeste
244;médio;norte
245;alto;sul
246;médio;norte
247;baixo;norte
248;médio;nordeste
249;médio;norte
250;médio;norte
251;médio;norte
252;baixo;norte
253;baixo;norte
254;médio;norte
255;médio;norte
256;médio;norte
257;médio;norte
258;médio;nordeste
259;alto;norte
260;médio;norte
261;baixo;norte
262;alto;norte
263;baixo;centro oeste
264;alto;norte
265;médio;norte
266;médio;norte
267;médio;nordeste
268;médio;centro oeste
269;alto;nordeste
270;alto;norte
271;baixo;nordeste
272;baixo;norte
273;baixo;sul
274;médio;nordeste
275;médio;nordeste
276;alto;norte
277;alto;centro oeste
278;baixo;norte
279;alto;nordeste
280;baixo;nordeste
281;médio;norte
282;médio;sudeste
283;alto;nordeste
284;médio;nordeste
285;médio;nordeste
286;médio;norte
287;baixo;norte
288;médio;sudeste
289;médio;norte
290;médio;centro oeste
291;médio;centro oeste
292;alto;sudeste
293;médio;norte
294;baixo;nordeste
295;médio;sudeste
296;médio;sudeste
297;médio;sudeste
298;médio;sul
299;médio;norte
300;baixo;centro oeste
301;alto;sul
302;alto;sul
303;médio;norte
304;médio;norte
305;alto;norte
306;baixo;nordeste
307;baixo;nordeste
308;médio;nordeste
309;médio;norte
310;médio;nordeste
311;alto;sul
312;médio;norte
313;alto;norte
314;baixo;norte
315;baixo;norte
316;médio;nordeste
317;médio;norte
318;médio;nordeste
319;alto;norte
320;baixo;sudeste
321;médio;norte
322;alto;centro oeste
323;médio;nordeste
324;alto;norte
325;alto;norte
326;baixo;nordeste
327;médio;norte
328;baixo;norte
329;médio;sudeste
330;médio;sul
331;médio;nordeste
332;baixo;norte
333;médio;nordeste
334;médio;nordeste
335;médio;nordeste
336;médio;nordeste
337;alto;norte
338;alto;norte
339;médio;centro oeste
340;médio;sudeste
341;alto;norte
342;médio;norte
343;alto;nordeste
344;baixo;centro oeste
345;médio;centro oeste
346;alto;norte
347;médio;nordeste
348;alto;norte
349;médio;nordeste
350;médio;centro oeste
351;médio;nordeste
352;médio;norte
353;médio;nordeste
354;alto;sul
355;alto;nordeste
356;médio;norte
357;médio;sudeste
358;baixo;norte
359;baixo;nordeste
360;alto;nordeste
361;médio;nordeste
362;médio;sudeste
363;médio;norte
364;médio;centro oeste
365;médio;norte
366;médio;norte
367;médio;norte
368;médio;nordeste
369;médio;norte
370;médio;norte
371;médio;norte
372;médio;sul
373;médio;nordeste
374;médio;sudeste
375;médio;sul
376;médio;norte
377;alto;norte
378;baixo;norte
379;alto;nordeste
380;baixo;nordeste
381;baixo;nordeste
382;médio;nordeste
383;médio;norte
384;baixo;sudeste
385;baixo;nordeste
386;médio;norte
387;médio;nordeste
388;médio;sudeste
389;baixo;sul
390;médio;norte
391;alto;nordeste
392;alto;sul
393;baixo;norte
394;baixo;sudeste
395;médio;nordeste
396;médio;nordeste
397;alto;sudeste
398;médio;nordeste
399;médio;sudeste
400;baixo;norte
401;baixo;norte
402;baixo;centro oeste
403;médio;nordeste
404;médio;nordeste
405;médio;centro oeste
406;alto;norte
407;médio;norte
408;médio;norte
409;baixo;nordeste
410;médio;norte
411;médio;nordeste
412;baixo;sudeste
413;alto;norte
414;baixo;nordeste
415;médio;centro oeste
416;médio;norte
417;alto;sul
418;alto;nordeste
419;baixo;norte
420;baixo;nordeste
421;médio;nordeste
422;médio;nordeste
423;baixo;norte
424;médio;norte
425;médio;sudeste
426;médio;centro oeste
427;alto;nordeste
428;médio;sul
429;baixo;norte
430;médio;nordeste
431;baixo;sudeste
432;baixo;nordeste
433;baixo;norte
434;médio;nordeste
435;médio;norte
436;médio;nordeste
437;médio;nordeste
438;alto;norte
439;baixo;norte
440;baixo;norte
441;médio;norte
442;médio;norte
443;médio;sudeste
444;médio;sudeste
445;médio;sul
446;baixo;centro oeste
447;médio;centro oeste
448;alto;nordeste
449;alto;norte
450;baixo;nordeste
451;médio;nordeste
452;médio;norte
453;alto;norte
454;baixo;nordeste
455;alto;centro oeste
456;baixo;norte
457;médio;nordeste
458;baixo;sul
459;médio;norte
460;alto;sul
461;médio;norte
462;médio;sul
463;médio;centro oeste
464;alto;norte
465;alto;nordeste
466;médio;sudeste
467;baixo;norte
468;médio;norte
469;médio;nordeste
470;baixo;norte
471;médio;nordeste
472;médio;centro oeste
473;baixo;sudeste
474;médio;norte
475;baixo;centro oeste
476;baixo;norte
477;baixo;nordeste
478;alto;sudeste
479;alto;centro oeste
480;baixo;nordeste
481;alto;nordeste
482;baixo;norte
483;alto;norte
484;médio;norte
485;alto;nordeste
486;baixo;norte
487;alto;sudeste
488;médio;centro oeste
489;alto;norte
490;médio;norte
491;alto;sudeste
492;baixo;norte
493;médio;nordeste
494;baixo;nordeste
495;baixo;sudeste
496;alto;norte
497;alto;nordeste
498;baixo;norte
499;médio;norte
500;baixo;nordeste
501;médio;norte
502;médio;sudeste
503;médio;sul
504;alto;norte
505;médio;nordeste
506;baixo;norte
507;baixo;sudeste
508;alto;nordeste
509;médio;norte
510;baixo;nordeste
511;médio;norte
512;médio;norte
513;médio;centro oeste
514;alto;norte
515;alto;centro oeste
516;médio;sudeste
517;alto;nordeste
518;alto;nordeste
519;médio;centro oeste
520;baixo;norte
521;médio;nordeste
522;médio;centro oeste
523;médio;sul
524;baixo;norte
525;médio;nordeste
526;médio;nordeste
527;alto;norte
528;médio;nordeste
529;médio;nordeste
530;médio;nordeste
531;alto;sul
532;médio;sudeste
533;baixo;norte
534;baixo;nordeste
535;alto;nordeste
536;médio;nordeste
537;alto;norte
538;médio;sul
539;alto;norte
540;alto;sudeste
541;médio;nordeste
542;alto;norte
543;baixo;nordeste
544;baixo;nordeste
545;alto;norte
546;alto;norte
547;médio;nordeste
548;alto;sudeste
549;médio;sul
550;médio;norte
551;médio;centro oeste
552;alto;norte
553;médio;norte
554;alto;nordeste
555;médio;nordeste
556;médio;sul
557;médio;nordeste
558;baixo;nordeste
559;médio;norte
560;baixo;norte
561;médio;norte
562;médio;nordeste
563;médio;norte
564;médio;sudeste
565;médio;nordeste
566;baixo;centro oeste
567;baixo;nordeste
568;médio;norte
569;médio;norte
570;médio;sul
571;baixo;norte
572;baixo;norte
573;baixo;sul
574;baixo;norte
575;baixo;norte
576;médio;centro oeste
577;alto;nordeste
578;médio;norte
579;médio;centro oeste
580;baixo;nordeste
581;alto;nordeste
582;médio;centro oeste
583;baixo;norte
584;médio;norte
585;médio;norte
586;baixo;norte
587;baixo;centro oeste
588;baixo;norte
589;médio;norte
590;médio;norte
591;médio;nordeste
592;médio;centro oeste
593;baixo;norte
594;alto;nordeste
595;alto;nordeste
596;alto;norte
597;baixo;centro oeste
598;médio;norte
599;baixo;centro oeste
600;baixo;centro oeste
601;alto;centro oeste
602;médio;norte
603;alto;sul
604;médio;norte
605;alto;norte
606;médio;centro oeste
607;baixo;sudeste
608;alto;norte
609;alto;norte
610;médio;nordeste
611;alto;norte
612;baixo;sul
613;médio;sul
614;médio;norte
615;baixo;norte
616;médio;sul
617;baixo;norte
618;baixo;sudeste
619;médio;centro oeste
620;baixo;nordeste
621;médio;norte
622;alto;nordeste
623;médio;norte
624;médio;nordeste
625;médio;centro oeste
626;alto;nordeste
627;médio;sul
628;médio;norte
629;médio;nordeste
630;baixo;norte
631;médio;nordeste
632;baixo;centro oeste
633;alto;norte
634;médio;sul
635;baixo;nordeste
636;baixo;norte
637;baixo;norte
638;baixo;nordeste
639;baixo;norte
640;médio;nordeste
641;alto;norte
642;médio;norte
643;médio;sul
644;baixo;nordeste
645;médio;sul
646;médio;norte
647;médio;centro oeste
648;baixo;nordeste
649;alto;sul
650;alto;norte
651;médio;nordeste
652;médio;centro oeste
653;baixo;nordeste
654;médio;nordeste
655;baixo;norte
656;alto;norte
657;médio;centro oeste
658;alto;norte
659;médio;nordeste
660;baixo;sudeste
661;médio;norte
662;baixo;nordeste
663;médio;sudeste
664;alto;norte
665;baixo;sudeste
666;alto;norte
667;baixo;norte
668;médio;sudeste
669;alto;nordeste
670;médio;norte
671;alto;nordeste
672;médio;nordeste
673;médio;norte
674;baixo;nordeste
675;médio;sudeste
676;médio;norte
677;baixo;norte
678;alto;norte
679;médio;nordeste
680;médio;sudeste
681;alto;nordeste
682;baixo;norte
683;médio;norte
684;médio;sudeste
685;médio;nordeste
686;médio;norte
687;baixo;nordeste
688;médio;sul
689;baixo;norte
690;médio;norte
691;médio;nordeste
692;médio;norte
693;médio;norte
694;baixo;sul
695;baixo;nordeste
696;alto;norte
697;alto;norte
698;baixo;nordeste
699;médio;centro oeste
700;médio;norte
701;médio;nordeste
702;médio;norte
703;alto;norte
704;médio;norte
705;médio;nordeste
706;baixo;norte
707;médio;nordeste
708;alto;centro oeste
709;baixo;norte
710;baixo;nordeste
711;alto;norte
712;médio;sudeste
713;baixo;norte
714;médio;centro oeste
715;alto;sudeste
716;médio;norte
717;baixo;nordeste
718;médio;sudeste
719;médio;nordeste
720;médio;centro oeste
721;médio;sudeste
722;alto;nordeste
723;médio;sudeste
724;baixo;norte
725;baixo;sul
726;médio;norte
727;baixo;sul
728;médio;norte
729;médio;sul
730;baixo;norte
731;médio;norte
732;baixo;centro oeste
733;alto;nordeste
734;médio;norte
735;médio;centro oeste
736;médio;norte
737;baixo;centro oeste
738;alto;nordeste
739;médio;sul
740;baixo;norte
741;alto;nordeste
742;baixo;nordeste
743;médio;norte
744;baixo;nordeste
745;médio;nordeste
746;médio;norte
747;médio;sul
748;médio;centro oeste
749;baixo;norte
750;médio;norte
751;alto;nordeste
752;médio;norte
753;alto;sul
754;alto;norte
755;médio;nordeste
756;médio;nordeste
757;alto;norte
758;alto;centro oeste
759;alto;nordeste
760;médio;norte
761;alto;centro oeste
762;baixo;norte
763;baixo;norte
764;baixo;norte
765;alto;norte
766;médio;norte
767;baixo;sudeste
768;médio;sul
769;médio;nordeste
770;médio;sul
771;alto;norte
772;alto;centro oeste
773;alto;sul
774;alto;nordeste
775;médio;nordeste
776;baixo;norte
777;médio;norte
778;baixo;nordeste
779;médio;norte
780;alto;centro oeste
781;médio;norte
782;baixo;nordeste
783;médio;norte
784;alto;nordeste
785;médio;nordeste
786;alto;sudeste
787;baixo;norte
788;médio;sudeste
789;médio;norte
790;médio;norte
791;baixo;nordeste
792;alto;norte
793;médio;nordeste
794;alto;nordeste
795;alto;norte
796;médio;sudeste
797;médio;norte
798;médio;nordeste
799;baixo;norte
800;baixo;norte
801;alto;sul
802;baixo;sudeste
803;alto;nordeste
804;baixo;nordeste
805;baixo;sul
806;médio;nordeste
807;médio;norte
808;baixo;norte
809;médio;nordeste
810;alto;sudeste
811;alto;sudeste
812;médio;sul
813;alto;norte
814;baixo;sul
815;médio;norte
816;médio;nordeste
817;baixo;nordeste
818;alto;sul
819;baixo;norte
820;alto;norte
821;baixo;sudeste
822;alto;norte
823;alto;nordeste
824;baixo;norte
825;médio;nordeste
826;alto;norte
827;médio;norte
828;médio;centro oeste
829;médio;norte
830;médio;norte
831;baixo;nordeste
832;médio;nordeste
833;médio;norte
834;médio;norte
835;baixo;nordeste
836;médio;norte
837;médio;norte
838;médio;nordeste
839;médio;nordeste
840;médio;centro oeste
841;médio;norte
842;baixo;norte
843;médio;norte
844;alto;nordeste
845;baixo;sul
846;alto;norte
847;médio;nordeste
848;médio;nordeste
849;médio;norte
850;baixo;sul
851;baixo;sul
852;médio;centro oeste
853;médio;nordeste
854;alto;sudeste
855;médio;sudeste
856;médio;norte
857;baixo;sudeste
858;médio;norte
859;médio;norte
860;baixo;nordeste
861;baixo;nordeste
862;alto;norte
863;baixo;norte
864;baixo;sudeste
865;baixo;sudeste
866;baixo;norte
867;baixo;centro oeste
868;baixo;centro oeste
869;médio;norte
870;baixo;norte
871;alto;norte
872;médio;sudeste
873;médio;nordeste
874;médio;nordeste
875;médio;centro oeste
876;médio;sul
877;baixo;nordeste
878;médio;nordeste
879;médio;norte
880;médio;centro oeste
881;baixo;sul
882;alto;sudeste
883;baixo;norte
884;baixo;nordeste
885;médio;sudeste
886;médio;nordeste
887;alto;sudeste
888;médio;centro oeste
889;alto;nordeste
890;baixo;nordeste
891;médio;centro oeste
892;baixo;nordeste
893;médio;norte
894;baixo;sudeste
895;baixo;centro oeste
896;médio;norte
897;alto;norte
898;alto;centro oeste
899;médio;norte
900;médio;norte
901;médio;nordeste
902;alto;norte
903;médio;norte
904;alto;nordeste
905;baixo;nordeste
906;baixo;norte
907;alto;norte
908;baixo;nordeste
909;alto;norte
910;baixo;nordeste
911;alto;nordeste
912;médio;norte
913;médio;norte
914;baixo;norte
915;médio;sul
916;médio;centro oeste
917;médio;nordeste
918;alto;centro oeste
919;médio;norte
920;baixo;nordeste
921;médio;norte
922;baixo;norte
923;alto;centro oeste
924;baixo;sudeste
925;baixo;nordeste
926;médio;sudeste
927;alto;sudeste
928;médio;nordeste
929;alto;norte
930;baixo;sudeste
931;baixo;sul
932;alto;nordeste
933;médio;nordeste
934;médio;nordeste
935;alto;norte
936;baixo;norte
937;médio;norte
938;médio;nordeste
939;baixo;centro oeste
940;médio;norte
941;médio;norte
942;médio;centro oeste
943;baixo;norte
944;alto;norte
945;baixo;centro oeste
946;baixo;norte
947;baixo;centro oeste
948;médio;sudeste
949;médio;sudeste
950;médio;nordeste
951;baixo;centro oeste
952;alto;nordeste
953;alto;nordeste
954;médio;norte
955;médio;nordeste
956;médio;centro oeste
957;médio;nordeste
958;médio;norte
959;médio;norte
960;alto;norte
961;alto;sul
962;baixo;norte
963;baixo;nordeste
964;médio;nordeste
965;baixo;norte
966;baixo;norte
967;médio;centro oeste
968;médio;sudeste
969;médio;nordeste
970;baixo;norte
971;médio;nordeste
972;médio;norte
973;baixo;norte
974;médio;sudeste
975;baixo;sudeste
976;baixo;nordeste
977;baixo;nordeste
978;médio;nordeste
979;médio;nordeste
980;médio;norte
981;médio;norte
982;médio;nordeste
983;baixo;norte
984;alto;sudeste
985;médio;norte
986;alto;centro oeste
987;alto;centro oeste
988;médio;norte
989;médio;sul
990;médio;centro oeste
991;alto;sul
992;médio;sul
993;alto;norte
994;baixo;sudeste
995;alto;norte
996;médio;centro oeste
997;baixo;sul
998;baixo;sudeste
999;alto;norte
1000;baixo;nordeste
1001;médio;norte
1002;médio;norte
1003;baixo;sudeste
1004;médio;norte
1005;médio;norte
1006;médio;nordeste
1007;alto;sul
1008;baixo;norte
1009;médio;sudeste
1010;médio;norte
1011;médio;norte
1012;médio;centro oeste
1013;médio;norte
1014;alto;norte
1015;médio;norte
1016;baixo;norte
1017;médio;nordeste
1018;baixo;nordeste
1019;médio;sudeste
1020;baixo;norte
1021;alto;norte
1022;baixo;norte
1023;médio;norte
1024;médio;sudeste
1025;alto;norte
1026;alto;norte
1027;médio;norte
1028;médio;nordeste
1029;baixo;centro oeste
1030;médio;sudeste
1031;médio;norte
1032;médio;norte
1033;baixo;nordeste
1034;médio;norte
1035;médio;norte
1036;baixo;norte
1037;baixo;nordeste
1038;baixo;norte
1039;médio;norte
1040;baixo;norte
1041;alto;centro oeste
1042;baixo;norte
1043;médio;norte
1044;médio;norte
1045;médio;sudeste
1046;médio;nordeste
1047;baixo;centro oeste
1048;médio;nordeste
1049;alto;nordeste
1050;baixo;nordeste
1051;baixo;sudeste
1052;médio;norte
1053;médio;norte
1054;baixo;nordeste
1055;médio;nordeste
1056;alto;norte
1057;baixo;sudeste
1058;baixo;nordeste
1059;baixo;norte
1060;alto;nordeste
1061;baixo;norte
1062;alto;norte
1063;médio;centro oeste
1064;médio;sul
1065;baixo;norte
1066;médio;sudeste
1067;baixo;norte
1068;médio;nordeste
1069;baixo;centro oeste
1070;alto;nordeste
1071;baixo;norte
1072;alto;nordeste
1073;baixo;sudeste
1074;médio;nordeste
1075;alto;norte
1076;baixo;sudeste
1077;alto;centro oeste
1078;médio;norte
1079;médio;nordeste
1080;baixo;norte
1081;médio;nordeste
1082;baixo;nordeste
1083;alto;norte
1084;médio;centro oeste
1085;médio;sul
1086;médio;sul
1087;baixo;norte
1088;alto;nordeste
1089;alto;norte
1090;médio;sudeste
1091;médio;norte
1092;médio;centro oeste
1093;baixo;norte
1094;médio;norte
1095;baixo;sul
1096;médio;nordeste
1097;baixo;sudeste
1098;baixo;norte
1099;médio;sudeste
1100;baixo;nordeste
1101;baixo;nordeste
1102;médio;nordeste
1103;médio;norte
1104;baixo;centro oeste
1105;alto;norte
1106;médio;nordeste
1107;alto;centro oeste
1108;baixo;sudeste
1109;alto;sudeste
1110;médio;norte
1111;alto;nordeste
1112;baixo;sudeste
1113;baixo;nordeste
1114;médio;centro oeste
1115;baixo;sul
1116;médio;norte
1117;médio;norte
1118;alto;nordeste
1119;médio;sul
1120;baixo;sul
1121;médio;norte
1122;baixo;norte
1123;alto;nordeste
1124;baixo;centro oeste
1125;alto;nordeste
1126;médio;sul
1127;médio;nordeste
1128;baixo;sul
1129;baixo;nordeste
1130;alto;centro oeste
1131;médio;sudeste
1132;médio;norte
1133;baixo;nordeste
1134;médio;nordeste
1135;alto;norte
1136;alto;nordeste
1137;baixo;nordeste
1138;médio;norte
1139;médio;norte
1140;médio;centro oeste
1141;médio;nordeste
1142;médio;nordeste
1143;alto;norte
1144;médio;norte
1145;médio;sudeste
1146;baixo;nordeste
1147;médio;norte
1148;alto;nordeste
1149;baixo;nordeste
1150;baixo;nordeste
1151;médio;norte
1152;médio;nordeste
1153;baixo;norte
1154;baixo;nordeste
1155;alto;norte
1156;alto;nordeste
1157;médio;norte
1158;baixo;norte
1159;médio;norte
1160;médio;nordeste
1161;médio;nordeste
1162;médio;sul
1163;baixo;nordeste
1164;alto;norte
1165;médio;sul
1166;médio;nordeste
1167;baixo;nordeste
1168;médio;norte
1169;baixo;norte
1170;médio;nordeste
1171;baixo;nordeste
1172;alto;norte
1173;alto;sudeste
1174;médio;norte
1175;médio;sul
1176;baixo;sul
1177;baixo;sudeste
1178;baixo;norte
1179;médio;centro oeste
1180;médio;norte
1181;médio;nordeste
1182;baixo;norte
1183;baixo;sul
1184;médio;norte
1185;médio;sudeste
1186;alto;nordeste
1187;alto;centro oeste
1188;alto;norte
1189;baixo;norte
1190;alto;norte
1191;médio;sul
1192;médio;sul
1193;médio;nordeste
1194;médio;norte
1195;médio;nordeste
1196;baixo;centro oeste
1197;médio;sudeste
1198;baixo;norte
1199;baixo;sul
1200;baixo;sudeste
1201;baixo;nordeste
1202;alto;norte
1203;baixo;norte
1204;médio;nordeste
1205;baixo;sudeste
1206;baixo;norte
1207;alto;sudeste
1208;baixo;norte
1209;médio;nordeste
1210;médio;norte
1211;baixo;centro oeste
1212;médio;sudeste
1213;médio;sudeste
1214;médio;centro oeste
1215;médio;norte
1216;baixo;nordeste
1217;baixo;nordeste
1218;baixo;sul
1219;médio;norte
1220;alto;sudeste
1221;médio;norte
1222;alto;norte
1223;baixo;nordeste
1224;médio;norte
1225;médio;norte
1226;médio;norte
1227;médio;sudeste
1228;alto;nordeste
1229;médio;sudeste
1230;médio;nordeste
1231;alto;norte
1232;baixo;nordeste
1233;médio;norte
1234;médio;sudeste
1235;médio;sul
1236;médio;sudeste
1237;médio;nordeste
1238;baixo;norte
1239;médio;nordeste
1240;médio;norte
1241;médio;nordeste
1242;médio;sudeste
1243;médio;sudeste
1244;baixo;norte
1245;médio;norte
1246;médio;norte
1247;médio;sul
1248;médio;nordeste
1249;baixo;norte
1250;baixo;nordeste
1251;médio;sudeste
1252;baixo;norte
1253;médio;nordeste
1254;baixo;sudeste
1255;médio;nordeste
1256;baixo;nordeste
1257;médio;norte
1258;baixo;centro oeste
1259;médio;norte
1260;baixo;nordeste
1261;alto;norte
1262;baixo;centro oeste
1263;médio;sudeste
1264;alto;sudeste
1265;médio;nordeste
1266;alto;norte
1267;baixo;centro oeste
1268;baixo;sul
1269;médio;norte
1270;baixo;nordeste
1271;alto;sul
1272;baixo;centro oeste
1273;médio;nordeste
1274;baixo;norte
1275;médio;nordeste
1276;médio;nordeste
1277;médio;nordeste
1278;alto;nordeste
1279;baixo;norte
1280;alto;centro oeste
1281;baixo;nordeste
1282;baixo;norte
1283;médio;nordeste
1284;médio;norte
1285;baixo;norte
1286;alto;norte
1287;médio;nordeste
1288;médio;sul
1289;alto;norte
1290;alto;nordeste
1291;baixo;nordeste
1292;baixo;nordeste
1293;médio;norte
1294;baixo;nordeste
1295;médio;norte
1296;médio;norte
1297;médio;norte
1298;baixo;nordeste
1299;alto;nordeste
1300;médio;norte
1301;alto;nordeste
1302;alto;norte
1303;baixo;norte
1304;médio;centro oeste
1305;médio;nordeste
1306;alto;norte
1307;médio;norte
1308;alto;nordeste
1309;alto;nordeste
1310;alto;norte
1311;baixo;sudeste
1312;baixo;sudeste
1313;médio;norte
1314;médio;norte
1315;baixo;norte
1316;alto;norte
1317;médio;nordeste
1318;baixo;norte
1319;alto;sul
1320;médio;norte
1321;médio;norte
1322;baixo;norte
1323;médio;sudeste
1324;médio;norte
1325;baixo;norte
1326;baixo;norte
1327;médio;norte
1328;baixo;norte
1329;médio;sul
1330;médio;norte
1331;médio;nordeste
1332;baixo;nordeste
1333;médio;nordeste
1334;médio;nordeste
1335;baixo;nordeste
1336;alto;norte
1337;médio;sul
1338;médio;nordeste
1339;médio;norte
1340;médio;norte
1341;médio;centro oeste
1342;médio;centro oeste
1343;alto;sudeste
1344;baixo;norte
1345;alto;norte
1346;médio;centro oeste
1347;baixo;norte
1348;médio;sul
1349;médio;nordeste
1350;baixo;centro oeste
1351;alto;nordeste
1352;baixo;nordeste
1353;médio;sul
1354;alto;norte
1355;médio;norte
1356;baixo;sudeste
1357;médio;norte
1358;alto;norte
1359;baixo;nordeste
1360;médio;nordeste
1361;médio;norte
1362;baixo;norte
1363;baixo;norte
1364;médio;nordeste
1365;médio;sudeste
1366;baixo;norte
1367;baixo;nordeste
1368;médio;sul
1369;médio;nordeste
1370;baixo;centro oeste
1371;médio;norte
1372;médio;nordeste
1373;médio;norte
1374;alto;norte
1375;médio;norte
1376;médio;nordeste
1377;alto;centro oeste
1378;baixo;norte
1379;médio;nordeste
1380;médio;nordeste
1381;alto;nordeste
1382;médio;centro oeste
1383;médio;nordeste
1384;médio;nordeste
1385;baixo;norte
1386;médio;norte
1387;médio;norte
1388;baixo;centro oeste
1389;médio;sul
1390;médio;norte
1391;médio;sudeste
1392;médio;norte
1393;médio;nordeste
1394;baixo;nordeste
1395;médio;nordeste
1396;médio;norte
1397;alto;norte
1398;médio;nordeste
1399;baixo;centro oeste
1400;médio;nordeste
1401;médio;centro oeste
1402;alto;centro oeste
1403;médio;norte
1404;médio;nordeste
1405;médio;norte
1406;alto;sul
1407;alto;nordeste
1408;baixo;norte
1409;baixo;nordeste
1410;médio;norte
1411;médio;norte
1412;alto;nordeste
1413;baixo;norte
1414;médio;norte
1415;alto;sudeste
1416;alto;sul
1417;baixo;nordeste
1418;médio;norte
1419;baixo;norte
1420;médio;norte
1421;médio;norte
1422;médio;norte
1423;médio;norte
1424;baixo;sul
1425;médio;nordeste
1426;médio;sudeste
1427;médio;sul
1428;alto;nordeste
1429;médio;sudeste
1430;alto;norte
1431;baixo;centro oeste
1432;alto;sul
1433;baixo;sudeste
1434;alto;centro oeste
1435;baixo;norte
1436;médio;nordeste
1437;médio;nordeste
